Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.16     0.00        1     0.00     0.00  double* std::__copy_move_a2<false, double const*, double*>(double const*, double const*, double*)
  0.00      0.16     0.00        1     0.00     0.03  Vector* std::__do_uninit_copy<__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*>(__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*)
  0.00      0.16     0.00        1     0.00     0.03  Vector* std::uninitialized_copy<__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*>(__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*)
  0.00      0.16     0.00        1     0.00     0.00  double* std::uninitialized_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*)
  0.00      0.16     0.00        1     0.00     0.03  Vector* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*, Vector>(__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*, std::allocator<Vector>&)
  0.00      0.16     0.00        1     0.00     0.00  double* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, double>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, std::allocator<double>&)
  0.00      0.16     0.00        1     0.00     0.00  double* std::copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*)

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2024 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 4 byte(s) for 6.25% of 0.16 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]     93.7    0.00    0.15                 main [1]
                0.01    0.14       1/1           Analysis::correlation_coefficients(std::vector<Vector, std::allocator<Vector> >) [2]
                0.00    0.00       1/1           Dataset::read(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [14]
                0.00    0.00       1/1           std::vector<Vector, std::allocator<Vector> >::vector(std::vector<Vector, std::allocator<Vector> > const&) [17]
                0.00    0.00       2/2           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [119]
                0.00    0.00       2/2           std::__new_allocator<char>::~__new_allocator() [115]
                0.00    0.00       2/2           std::vector<Vector, std::allocator<Vector> >::~vector() [116]
                0.00    0.00       2/2           std::vector<double, std::allocator<double> >::~vector() [117]
                0.00    0.00       1/1           std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [145]
                0.00    0.00       1/1           Dataset::write(std::vector<double, std::allocator<double> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [126]
-----------------------------------------------
                0.01    0.14       1/1           main [1]
[2]     93.7    0.01    0.14       1         Analysis::correlation_coefficients(std::vector<Vector, std::allocator<Vector> >) [2]
                0.00    0.13   32640/32640       Analysis::pearson(Vector, Vector) [3]
                0.01    0.00   65280/294527      Vector::Vector(Vector const&) [7]
                0.00    0.00   65280/65280       std::vector<Vector, std::allocator<Vector> >::operator[](unsigned long) [38]
                0.00    0.00   65280/294783      Vector::~Vector() [33]
                0.00    0.00   33151/33188       std::vector<Vector, std::allocator<Vector> >::size() const [40]
                0.00    0.00   32640/32640       std::vector<double, std::allocator<double> >::push_back(double const&) [42]
                0.00    0.00       1/1           std::vector<double, std::allocator<double> >::vector() [144]
-----------------------------------------------
                0.00    0.13   32640/32640       Analysis::correlation_coefficients(std::vector<Vector, std::allocator<Vector> >) [2]
[3]     81.9    0.00    0.13   32640         Analysis::pearson(Vector, Vector) [3]
                0.00    0.05   65280/65280       Vector::magnitude() const [6]
                0.00    0.02   65280/65280       Vector::operator-(double) [9]
                0.00    0.02   65280/65280       Vector::operator/(double) [8]
                0.01    0.01   32640/97920       Vector::dot(Vector) const [4]
                0.01    0.00   65280/65280       Vector::mean() const [10]
                0.00    0.00   32640/294527      Vector::Vector(Vector const&) [7]
                0.00    0.00  163200/294783      Vector::~Vector() [33]
                0.00    0.00   32640/32640       double const& std::min<double>(double const&, double const&) [46]
                0.00    0.00   32640/32640       double const& std::max<double>(double const&, double const&) [45]
-----------------------------------------------
                0.01    0.01   32640/97920       Analysis::pearson(Vector, Vector) [3]
                0.03    0.01   65280/97920       Vector::magnitude() const [6]
[4]     38.4    0.04    0.02   97920         Vector::dot(Vector) const [4]
                0.02    0.00 25067520/58490880     Vector::operator[](unsigned int) [5]
-----------------------------------------------
                0.01    0.00 16711680/58490880     Vector::operator/(double) [8]
                0.01    0.00 16711680/58490880     Vector::operator-(double) [9]
                0.02    0.00 25067520/58490880     Vector::dot(Vector) const [4]
[5]     31.2    0.05    0.00 58490880         Vector::operator[](unsigned int) [5]
-----------------------------------------------
                0.00    0.05   65280/65280       Analysis::pearson(Vector, Vector) [3]
[6]     31.1    0.00    0.05   65280         Vector::magnitude() const [6]
                0.03    0.01   65280/97920       Vector::dot(Vector) const [4]
                0.01    0.00   65280/294527      Vector::Vector(Vector const&) [7]
                0.00    0.00   65280/294783      Vector::~Vector() [33]
-----------------------------------------------
                0.00    0.00       9/294527      void std::vector<Vector, std::allocator<Vector> >::_M_realloc_insert<Vector const&>(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, Vector const&) [15]
                0.00    0.00     247/294527      std::vector<Vector, std::allocator<Vector> >::push_back(Vector const&) [13]
                0.00    0.00     511/294527      void std::_Construct<Vector, Vector const&>(Vector*, Vector const&) [12]
                0.00    0.00   32640/294527      Analysis::pearson(Vector, Vector) [3]
                0.01    0.00   65280/294527      Vector::magnitude() const [6]
                0.01    0.00   65280/294527      Vector::operator/(double) [8]
                0.01    0.00   65280/294527      Vector::operator-(double) [9]
                0.01    0.00   65280/294527      Analysis::correlation_coefficients(std::vector<Vector, std::allocator<Vector> >) [2]
[7]     25.0    0.04    0.00  294527         Vector::Vector(Vector const&) [7]
                0.00    0.00  294527/294783      Vector::Vector(unsigned int) [32]
-----------------------------------------------
                0.00    0.02   65280/65280       Analysis::pearson(Vector, Vector) [3]
[8]     14.5    0.00    0.02   65280         Vector::operator/(double) [8]
                0.01    0.00 16711680/58490880     Vector::operator[](unsigned int) [5]
                0.01    0.00   65280/294527      Vector::Vector(Vector const&) [7]
-----------------------------------------------
                0.00    0.02   65280/65280       Analysis::pearson(Vector, Vector) [3]
[9]     14.5    0.00    0.02   65280         Vector::operator-(double) [9]
                0.01    0.00 16711680/58490880     Vector::operator[](unsigned int) [5]
                0.01    0.00   65280/294527      Vector::Vector(Vector const&) [7]
-----------------------------------------------
                0.01    0.00   65280/65280       Analysis::pearson(Vector, Vector) [3]
[10]     6.2    0.01    0.00   65280         Vector::mean() const [10]
-----------------------------------------------
                                                 <spontaneous>
[11]     6.2    0.01    0.00                 Vector::operator[](unsigned int) const [11]
-----------------------------------------------
                0.00    0.00     255/511         Vector* std::__do_uninit_copy<Vector const*, Vector*>(Vector const*, Vector const*, Vector*) [22]
                0.00    0.00     256/511         Vector* std::__do_uninit_copy<__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*>(__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*) [18]
[12]     0.0    0.00    0.00     511         void std::_Construct<Vector, Vector const&>(Vector*, Vector const&) [12]
                0.00    0.00     511/294527      Vector::Vector(Vector const&) [7]
                0.00    0.00     511/33407       operator new(unsigned long, void*) [39]
                0.00    0.00     511/1032        Vector const& std::forward<Vector const&>(std::remove_reference<Vector const&>::type&) [48]
-----------------------------------------------
                0.00    0.00     256/256         Dataset::read(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [14]
