Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       1/1           std::vector<Vector, std::allocator<Vector> >::vector() [145]
-----------------------------------------------
                0.02    0.00  523776/523776      Analysis::correlation_coefficients(std::vector<Vector, std::allocator<Vector> >) [2]
[13]     0.2    0.02    0.00  523776         std::vector<double, std::allocator<double> >::push_back(double const&) [13]
                0.00    0.00 1047512/1047572     double const& std::forward<double const&>(std::remove_reference<double const&>::type&) [46]
                0.00    0.00  523756/526847      operator new(unsigned long, void*) [49]
                0.00    0.00      20/20          std::vector<double, std::allocator<double> >::end() [95]
                0.00    0.00      20/20          void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [94]
-----------------------------------------------
                0.01    0.01    1024/1024        double* std::__copy_n<std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*>(std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*, std::input_iterator_tag) [16]
[14]     0.2    0.01    0.01    1024         double* std::__copy_n_a<std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*>(std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*, bool) [14]
                0.01    0.00 1048576/1048576     std::istream_iterator<double, char, std::char_traits<char>, long>::operator*() const [18]
                0.00    0.00 1047552/1047552     std::istream_iterator<double, char, std::char_traits<char>, long>::operator++() [47]
-----------------------------------------------
                0.00    0.02    1024/1024        Dataset::read(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [12]
[15]     0.2    0.00    0.02    1024         double* std::copy_n<std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*>(std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*) [15]
                0.00    0.02    1024/1024        double* std::__copy_n<std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*>(std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*, std::input_iterator_tag) [16]
                0.00    0.00    1024/1024        std::__size_to_integer(unsigned int) [68]
                0.00    0.00    1024/2048        std::istream_iterator<double, char, std::char_traits<char>, long>::istream_iterator(std::istream_iterator<double, char, std::char_traits<char>, long> const&) [59]
-----------------------------------------------
                0.00    0.02    1024/1024        double* std::copy_n<std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*>(std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*) [15]
[16]     0.2    0.00    0.02    1024         double* std::__copy_n<std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*>(std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*, std::input_iterator_tag) [16]
                0.01    0.01    1024/1024        double* std::__copy_n_a<std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*>(std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*, bool) [14]
                0.00    0.00    1024/1145        double* std::__niter_base<double*>(double*) [60]
                0.00    0.00    1024/2048        std::istream_iterator<double, char, std::char_traits<char>, long>::istream_iterator(std::istream_iterator<double, char, std::char_traits<char>, long> const&) [59]
                0.00    0.00    1024/1025        double* std::__niter_wrap<double*>(double* const&, double*) [62]
-----------------------------------------------
                0.00    0.00    1024/4718079     Dataset::read(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [12]
                0.00    0.00    3071/4718079     void std::_Destroy<Vector>(Vector*) [34]
                0.00    0.00 1047552/4718079     Vector::magnitude() const [5]
                0.00    0.00 1047552/4718079     Analysis::correlation_coefficients(std::vector<Vector, std::allocator<Vector> >) [2]
                0.01    0.00 2618880/4718079     Analysis::pearson(Vector, Vector) [3]
[17]     0.1    0.01    0.00 4718079         Vector::~Vector() [17]
-----------------------------------------------
                0.01    0.00 1048576/1048576     double* std::__copy_n_a<std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*>(std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*, bool) [14]
[18]     0.1    0.01    0.00 1048576         std::istream_iterator<double, char, std::char_traits<char>, long>::operator*() const [18]
-----------------------------------------------
                                                 <spontaneous>
[19]     0.1    0.01    0.00                 _init [19]
-----------------------------------------------
                                                 <spontaneous>
[20]     0.0    0.01    0.00                 Vector::get_size() const [20]
-----------------------------------------------
                0.00    0.00    1024/1024        Dataset::read(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [12]
[21]     0.0    0.00    0.00    1024         std::vector<Vector, std::allocator<Vector> >::push_back(Vector const&) [21]
                0.00    0.00      11/11          void std::vector<Vector, std::allocator<Vector> >::_M_realloc_insert<Vector const&>(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, Vector const&) [23]
                0.00    0.00    1013/4717055     Vector::Vector(Vector const&) [4]
                0.00    0.00    2026/4106        Vector const& std::forward<Vector const&>(std::remove_reference<Vector const&>::type&) [57]
                0.00    0.00    1013/526847      operator new(unsigned long, void*) [49]
                0.00    0.00      11/11          std::vector<Vector, std::allocator<Vector> >::end() [103]
-----------------------------------------------
                0.00    0.00    1023/2047        Vector* std::__do_uninit_copy<Vector const*, Vector*>(Vector const*, Vector const*, Vector*) [30]
                0.00    0.00    1024/2047        Vector* std::__do_uninit_copy<__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*>(__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*) [26]
[22]     0.0    0.00    0.00    2047         void std::_Construct<Vector, Vector const&>(Vector*, Vector const&) [22]
                0.00    0.00    2047/4717055     Vector::Vector(Vector const&) [4]
                0.00    0.00    2047/526847      operator new(unsigned long, void*) [49]
                0.00    0.00    2047/4106        Vector const& std::forward<Vector const&>(std::remove_reference<Vector const&>::type&) [57]
-----------------------------------------------
                0.00    0.00      11/11          std::vector<Vector, std::allocator<Vector> >::push_back(Vector const&) [21]
[23]     0.0    0.00    0.00      11         void std::vector<Vector, std::allocator<Vector> >::_M_realloc_insert<Vector const&>(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, Vector const&) [23]
                0.00    0.00      22/22          Vector* std::__uninitialized_move_if_noexcept_a<Vector*, Vector*, std::allocator<Vector> >(Vector*, Vector*, Vector*, std::allocator<Vector>&) [33]
                0.00    0.00      11/4717055     Vector::Vector(Vector const&) [4]
                0.00    0.00      11/13          void std::_Destroy<Vector*>(Vector*, Vector*) [36]
                0.00    0.00      33/4106        Vector const& std::forward<Vector const&>(std::remove_reference<Vector const&>::type&) [57]
                0.00    0.00      33/36          std::_Vector_base<Vector, std::allocator<Vector> >::_M_get_Tp_allocator() [82]
                0.00    0.00      22/44          __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >::base() const [72]
                0.00    0.00      11/11          std::vector<Vector, std::allocator<Vector> >::_M_check_len(unsigned long, char const*) const [102]
                0.00    0.00      11/11          std::vector<Vector, std::allocator<Vector> >::begin() [104]
                0.00    0.00      11/11          __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >::difference_type __gnu_cxx::operator-<Vector*, std::vector<Vector, std::allocator<Vector> > >(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > > const&, __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > > const&) [101]
                0.00    0.00      11/12          std::_Vector_base<Vector, std::allocator<Vector> >::_M_allocate(unsigned long) [98]
                0.00    0.00      11/526847      operator new(unsigned long, void*) [49]
                0.00    0.00      11/13          std::_Vector_base<Vector, std::allocator<Vector> >::_M_deallocate(Vector*, unsigned long) [97]
-----------------------------------------------
                0.00    0.00       1/1           Vector* std::uninitialized_copy<__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*>(__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*) [27]
[24]     0.0    0.00    0.00       1         Vector* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*>(__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*) [24]
                0.00    0.00       1/1           Vector* std::__do_uninit_copy<__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*>(__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*) [26]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[25]     0.0    0.00    0.00       1         std::vector<Vector, std::allocator<Vector> >::vector(std::vector<Vector, std::allocator<Vector> > const&) [25]
                0.00    0.00       1/1           Vector* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*, Vector>(__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*, std::allocator<Vector>&) [28]
                0.00    0.00       1/23          std::_Vector_base<Vector, std::allocator<Vector> >::_M_get_Tp_allocator() const [84]
                0.00    0.00       1/525868      std::vector<Vector, std::allocator<Vector> >::size() const [50]
                0.00    0.00       1/1           std::_Vector_base<Vector, std::allocator<Vector> >::_Vector_base(unsigned long, std::allocator<Vector> const&) [137]
                0.00    0.00       1/3           std::__new_allocator<Vector>::~__new_allocator() [105]
                0.00    0.00       1/36          std::_Vector_base<Vector, std::allocator<Vector> >::_M_get_Tp_allocator() [82]
                0.00    0.00       1/1           std::vector<Vector, std::allocator<Vector> >::end() const [129]
                0.00    0.00       1/1           std::vector<Vector, std::allocator<Vector> >::begin() const [130]
-----------------------------------------------
                0.00    0.00       1/1           Vector* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*>(__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*) [24]
[26]     0.0    0.00    0.00       1         Vector* std::__do_uninit_copy<__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*>(__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*) [26]
                0.00    0.00    1024/2047        void std::_Construct<Vector, Vector const&>(Vector*, Vector const&) [22]
                0.00    0.00    1025/1025        bool __gnu_cxx::operator!=<Vector const*, std::vector<Vector, std::allocator<Vector> > >(__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > > const&, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > > const&) [61]
                0.00    0.00    1024/1024        __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >::operator*() const [65]
                0.00    0.00    1024/5118        Vector* std::__addressof<Vector>(Vector&) [56]
                0.00    0.00    1024/1024        __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >::operator++() [64]
-----------------------------------------------
                0.00    0.00       1/1           Vector* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*, Vector>(__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*, std::allocator<Vector>&) [28]
[27]     0.0    0.00    0.00       1         Vector* std::uninitialized_copy<__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*>(__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*) [27]
                0.00    0.00       1/1           Vector* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*>(__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*) [24]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<Vector, std::allocator<Vector> >::vector(std::vector<Vector, std::allocator<Vector> > const&) [25]
[28]     0.0    0.00    0.00       1         Vector* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*, Vector>(__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*, std::allocator<Vector>&) [28]
                0.00    0.00       1/1           Vector* std::uninitialized_copy<__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*>(__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*) [27]
-----------------------------------------------
                0.00    0.00      22/22          Vector* std::uninitialized_copy<Vector const*, Vector*>(Vector const*, Vector const*, Vector*) [31]
[29]     0.0    0.00    0.00      22         Vector* std::__uninitialized_copy<false>::__uninit_copy<Vector const*, Vector*>(Vector const*, Vector const*, Vector*) [29]
                0.00    0.00      22/22          Vector* std::__do_uninit_copy<Vector const*, Vector*>(Vector const*, Vector const*, Vector*) [30]
-----------------------------------------------
                0.00    0.00      22/22          Vector* std::__uninitialized_copy<false>::__uninit_copy<Vector const*, Vector*>(Vector const*, Vector const*, Vector*) [29]
[30]     0.0    0.00    0.00      22         Vector* std::__do_uninit_copy<Vector const*, Vector*>(Vector const*, Vector const*, Vector*) [30]
                0.00    0.00    1023/2047        void std::_Construct<Vector, Vector const&>(Vector*, Vector const&) [22]
                0.00    0.00    1023/5118        Vector* std::__addressof<Vector>(Vector&) [56]
-----------------------------------------------
                0.00    0.00      22/22          Vector* std::__uninitialized_copy_a<Vector const*, Vector*, Vector>(Vector const*, Vector const*, Vector*, std::allocator<Vector>&) [32]
[31]     0.0    0.00    0.00      22         Vector* std::uninitialized_copy<Vector const*, Vector*>(Vector const*, Vector const*, Vector*) [31]
                0.00    0.00      22/22          Vector* std::__uninitialized_copy<false>::__uninit_copy<Vector const*, Vector*>(Vector const*, Vector const*, Vector*) [29]
-----------------------------------------------
                0.00    0.00      22/22          Vector* std::__uninitialized_move_if_noexcept_a<Vector*, Vector*, std::allocator<Vector> >(Vector*, Vector*, Vector*, std::allocator<Vector>&) [33]
[32]     0.0    0.00    0.00      22         Vector* std::__uninitialized_copy_a<Vector const*, Vector*, Vector>(Vector const*, Vector const*, Vector*, std::allocator<Vector>&) [32]
                0.00    0.00      22/22          Vector* std::uninitialized_copy<Vector const*, Vector*>(Vector const*, Vector const*, Vector*) [31]
-----------------------------------------------
                0.00    0.00      22/22          void std::vector<Vector, std::allocator<Vector> >::_M_realloc_insert<Vector const&>(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, Vector const&) [23]
[33]     0.0    0.00    0.00      22         Vector* std::__uninitialized_move_if_noexcept_a<Vector*, Vector*, std::allocator<Vector> >(Vector*, Vector*, Vector*, std::allocator<Vector>&) [33]
                0.00    0.00      22/22          Vector* std::__uninitialized_copy_a<Vector const*, Vector*, Vector>(Vector const*, Vector const*, Vector*, std::allocator<Vector>&) [32]
                0.00    0.00      44/44          Vector const* std::__make_move_if_noexcept_iterator<Vector, Vector const*>(Vector*) [73]
-----------------------------------------------
                0.00    0.00    3071/3071        void std::_Destroy_aux<false>::__destroy<Vector*>(Vector*, Vector*) [35]
[34]     0.0    0.00    0.00    3071         void std::_Destroy<Vector>(Vector*) [34]
                0.00    0.00    3071/4718079     Vector::~Vector() [17]
-----------------------------------------------
                0.00    0.00      13/13          void std::_Destroy<Vector*>(Vector*, Vector*) [36]
[35]     0.0    0.00    0.00      13         void std::_Destroy_aux<false>::__destroy<Vector*>(Vector*, Vector*) [35]
                0.00    0.00    3071/3071        void std::_Destroy<Vector>(Vector*) [34]
                0.00    0.00    3071/5118        Vector* std::__addressof<Vector>(Vector&) [56]
-----------------------------------------------
                0.00    0.00       2/13          std::vector<Vector, std::allocator<Vector> >::~vector() [37]
                0.00    0.00      11/13          void std::vector<Vector, std::allocator<Vector> >::_M_realloc_insert<Vector const&>(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, Vector const&) [23]
[36]     0.0    0.00    0.00      13         void std::_Destroy<Vector*>(Vector*, Vector*) [36]
                0.00    0.00      13/13          void std::_Destroy_aux<false>::__destroy<Vector*>(Vector*, Vector*) [35]
-----------------------------------------------
                0.00    0.00       2/2           main [1]
[37]     0.0    0.00    0.00       2         std::vector<Vector, std::allocator<Vector> >::~vector() [37]
                0.00    0.00       2/13          void std::_Destroy<Vector*>(Vector*, Vector*) [36]
                0.00    0.00       2/36          std::_Vector_base<Vector, std::allocator<Vector> >::_M_get_Tp_allocator() [82]
                0.00    0.00       2/2           std::_Vector_base<Vector, std::allocator<Vector> >::~_Vector_base() [114]
-----------------------------------------------
                0.00    0.00    1024/4718079     Dataset::read(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [12]
                0.00    0.00 4717055/4718079     Vector::Vector(Vector const&) [4]
[44]     0.0    0.00    0.00 4718079         Vector::Vector(unsigned int) [44]
-----------------------------------------------
                0.00    0.00    1024/1048576     std::istream_iterator<double, char, std::char_traits<char>, long>::istream_iterator(std::istream&) [66]
                0.00    0.00 1047552/1048576     std::istream_iterator<double, char, std::char_traits<char>, long>::operator++() [47]
[45]     0.0    0.00    0.00 1048576         std::istream_iterator<double, char, std::char_traits<char>, long>::_M_read() [45]
-----------------------------------------------
                0.00    0.00      60/1047572     void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [94]
                0.00    0.00 1047512/1047572     std::vector<double, std::allocator<double> >::push_back(double const&) [13]
[46]     0.0    0.00    0.00 1047572         double const& std::forward<double const&>(std::remove_reference<double const&>::type&) [46]
-----------------------------------------------
                0.00    0.00 1047552/1047552     double* std::__copy_n_a<std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*>(std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*, bool) [14]
[47]     0.0    0.00    0.00 1047552         std::istream_iterator<double, char, std::char_traits<char>, long>::operator++() [47]
                0.00    0.00 1047552/1048576     std::istream_iterator<double, char, std::char_traits<char>, long>::_M_read() [45]
-----------------------------------------------
                0.00    0.00 1047552/1047552     Analysis::correlation_coefficients(std::vector<Vector, std::allocator<Vector> >) [2]
[48]     0.0    0.00    0.00 1047552         std::vector<Vector, std::allocator<Vector> >::operator[](unsigned long) [48]
-----------------------------------------------
                0.00    0.00      11/526847      void std::vector<Vector, std::allocator<Vector> >::_M_realloc_insert<Vector const&>(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, Vector const&) [23]
                0.00    0.00      20/526847      void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [94]
                0.00    0.00    1013/526847      std::vector<Vector, std::allocator<Vector> >::push_back(Vector const&) [21]
                0.00    0.00    2047/526847      void std::_Construct<Vector, Vector const&>(Vector*, Vector const&) [22]
                0.00    0.00  523756/526847      std::vector<double, std::allocator<double> >::push_back(double const&) [13]
[49]     0.0    0.00    0.00  526847         operator new(unsigned long, void*) [49]
-----------------------------------------------
                0.00    0.00       1/525868      std::vector<Vector, std::allocator<Vector> >::vector(std::vector<Vector, std::allocator<Vector> > const&) [25]
                0.00    0.00      44/525868      std::vector<Vector, std::allocator<Vector> >::_M_check_len(unsigned long, char const*) const [102]
                0.00    0.00  525823/525868      Analysis::correlation_coefficients(std::vector<Vector, std::allocator<Vector> >) [2]
[50]     0.0    0.00    0.00  525868         std::vector<Vector, std::allocator<Vector> >::size() const [50]
-----------------------------------------------
                0.00    0.00       1/523858      std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [147]
                0.00    0.00      80/523858      std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [93]
                0.00    0.00  523777/523858      Dataset::write(std::vector<double, std::allocator<double> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [128]
[51]     0.0    0.00    0.00  523858         std::vector<double, std::allocator<double> >::size() const [51]
-----------------------------------------------
                0.00    0.00  523776/523776      Dataset::write(std::vector<double, std::allocator<double> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [128]
[52]     0.0    0.00    0.00  523776         std::vector<double, std::allocator<double> >::operator[](unsigned long) [52]
-----------------------------------------------
                0.00    0.00  523776/523776      Dataset::write(std::vector<double, std::allocator<double> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [128]
[53]     0.0    0.00    0.00  523776         std::setprecision(int) [53]
-----------------------------------------------
                0.00    0.00  523776/523776      Analysis::pearson(Vector, Vector) [3]
[54]     0.0    0.00    0.00  523776         double const& std::max<double>(double const&, double const&) [54]
-----------------------------------------------
                0.00    0.00  523776/523776      Analysis::pearson(Vector, Vector) [3]
[55]     0.0    0.00    0.00  523776         double const& std::min<double>(double const&, double const&) [55]
-----------------------------------------------
                0.00    0.00    1023/5118        Vector* std::__do_uninit_copy<Vector const*, Vector*>(Vector const*, Vector const*, Vector*) [30]
                0.00    0.00    1024/5118        Vector* std::__do_uninit_copy<__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*>(__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*) [26]
                0.00    0.00    3071/5118        void std::_Destroy_aux<false>::__destroy<Vector*>(Vector*, Vector*) [35]
[56]     0.0    0.00    0.00    5118         Vector* std::__addressof<Vector>(Vector&) [56]
-----------------------------------------------
                0.00    0.00      33/4106        void std::vector<Vector, std::allocator<Vector> >::_M_realloc_insert<Vector const&>(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, Vector const&) [23]
                0.00    0.00    2026/4106        std::vector<Vector, std::allocator<Vector> >::push_back(Vector const&) [21]
                0.00    0.00    2047/4106        void std::_Construct<Vector, Vector const&>(Vector*, Vector const&) [22]
[57]     0.0    0.00    0.00    4106         Vector const& std::forward<Vector const&>(std::remove_reference<Vector const&>::type&) [57]
-----------------------------------------------
                0.00    0.00    2050/2050        bool __gnu_cxx::operator!=<Vector const*, std::vector<Vector, std::allocator<Vector> > >(__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > > const&, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > > const&) [61]
[58]     0.0    0.00    0.00    2050         __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >::base() const [58]
-----------------------------------------------
                0.00    0.00    1024/2048        double* std::copy_n<std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*>(std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*) [15]
                0.00    0.00    1024/2048        double* std::__copy_n<std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*>(std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*, std::input_iterator_tag) [16]
[59]     0.0    0.00    0.00    2048         std::istream_iterator<double, char, std::char_traits<char>, long>::istream_iterator(std::istream_iterator<double, char, std::char_traits<char>, long> const&) [59]
-----------------------------------------------
                0.00    0.00       1/1145        double* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [148]
                0.00    0.00     120/1145        double* std::__relocate_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&) [80]
                0.00    0.00    1024/1145        double* std::__copy_n<std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*>(std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*, std::input_iterator_tag) [16]
[60]     0.0    0.00    0.00    1145         double* std::__niter_base<double*>(double*) [60]
-----------------------------------------------
                0.00    0.00    1025/1025        Vector* std::__do_uninit_copy<__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*>(__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*) [26]
[61]     0.0    0.00    0.00    1025         bool __gnu_cxx::operator!=<Vector const*, std::vector<Vector, std::allocator<Vector> > >(__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > > const&, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > > const&) [61]
                0.00    0.00    2050/2050        __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >::base() const [58]
-----------------------------------------------
                0.00    0.00       1/1025        double* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [148]
                0.00    0.00    1024/1025        double* std::__copy_n<std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*>(std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*, std::input_iterator_tag) [16]
[62]     0.0    0.00    0.00    1025         double* std::__niter_wrap<double*>(double* const&, double*) [62]
-----------------------------------------------
                0.00    0.00    1024/1024        Dataset::read(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [12]
[63]     0.0    0.00    0.00    1024         Vector::get_data() [63]
-----------------------------------------------
                0.00    0.00    1024/1024        Vector* std::__do_uninit_copy<__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*>(__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*) [26]
[64]     0.0    0.00    0.00    1024         __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >::operator++() [64]
-----------------------------------------------
