Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00     12.36     0.00       21     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long)
  0.00     12.36     0.00       21     0.00     0.00  std::__new_allocator<double>::deallocate(double*, unsigned long)
  0.00     12.36     0.00       21     0.00     0.00  std::__new_allocator<double>::allocate(unsigned long, void const*)
  0.00     12.36     0.00       20     0.00     0.00  __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::difference_type __gnu_cxx::operator-<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&)
  0.00     12.36     0.00       20     0.00     0.00  std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const
  0.00     12.36     0.00       20     0.00     0.00  void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&)
  0.00     12.36     0.00       20     0.00     0.00  std::vector<double, std::allocator<double> >::end()
  0.00     12.36     0.00       20     0.00     0.00  std::vector<double, std::allocator<double> >::begin()
  0.00     12.36     0.00       13     0.00     0.00  void std::_Destroy_aux<false>::__destroy<Vector*>(Vector*, Vector*)
  0.00     12.36     0.00       13     0.00     0.00  std::_Vector_base<Vector, std::allocator<Vector> >::_M_deallocate(Vector*, unsigned long)
  0.00     12.36     0.00       13     0.00     0.00  void std::_Destroy<Vector*>(Vector*, Vector*)
  0.00     12.36     0.00       12     0.00     0.00  std::_Vector_base<Vector, std::allocator<Vector> >::_M_allocate(unsigned long)
  0.00     12.36     0.00       12     0.00     0.00  std::__new_allocator<Vector>::deallocate(Vector*, unsigned long)
  0.00     12.36     0.00       12     0.00     0.00  std::__new_allocator<Vector>::allocate(unsigned long, void const*)
  0.00     12.36     0.00       11     0.00     0.00  __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >::difference_type __gnu_cxx::operator-<Vector*, std::vector<Vector, std::allocator<Vector> > >(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > > const&, __gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > > const&)
  0.00     12.36     0.00       11     0.00     0.00  std::vector<Vector, std::allocator<Vector> >::_M_check_len(unsigned long, char const*) const
  0.00     12.36     0.00       11     0.00     0.00  void std::vector<Vector, std::allocator<Vector> >::_M_realloc_insert<Vector const&>(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, Vector const&)
  0.00     12.36     0.00       11     0.00     0.00  std::vector<Vector, std::allocator<Vector> >::end()
  0.00     12.36     0.00       11     0.00     0.00  std::vector<Vector, std::allocator<Vector> >::begin()
  0.00     12.36     0.00        3     0.00     0.00  std::__new_allocator<Vector>::~__new_allocator()
  0.00     12.36     0.00        3     0.00     0.00  std::__new_allocator<double>::~__new_allocator()
  0.00     12.36     0.00        2     0.00     0.00  __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >::__normal_iterator(Vector const* const&)
  0.00     12.36     0.00        2     0.00     0.00  __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::__normal_iterator(double const* const&)
  0.00     12.36     0.00        2     0.00     0.00  __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::base() const
  0.00     12.36     0.00        2     0.00     0.00  std::char_traits<char>::length(char const*)
  0.00     12.36     0.00        2     0.00     0.00  void std::_Destroy_aux<true>::__destroy<double*>(double*, double*)
  0.00     12.36     0.00        2     0.00     0.00  std::_Vector_base<Vector, std::allocator<Vector> >::_Vector_impl::~_Vector_impl()
  0.00     12.36     0.00        2     0.00     0.00  std::_Vector_base<Vector, std::allocator<Vector> >::_Vector_impl_data::_Vector_impl_data()
  0.00     12.36     0.00        2     0.00     0.00  std::_Vector_base<Vector, std::allocator<Vector> >::~_Vector_base()
  0.00     12.36     0.00        2     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl()
  0.00     12.36     0.00        2     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_Vector_impl_data::_Vector_impl_data()
  0.00     12.36     0.00        2     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::~_Vector_base()
  0.00     12.36     0.00        2     0.00     0.00  std::__new_allocator<char>::~__new_allocator()
  0.00     12.36     0.00        2     0.00     0.00  std::vector<Vector, std::allocator<Vector> >::~vector()
  0.00     12.36     0.00        2     0.00     0.00  std::vector<double, std::allocator<double> >::~vector()
  0.00     12.36     0.00        2     0.00     0.00  void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag)
  0.00     12.36     0.00        2     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&)
  0.00     12.36     0.00        2     0.00     0.00  __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > std::__miter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >)
  0.00     12.36     0.00        2     0.00     0.00  double const* std::__niter_base<double const*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >)
  0.00     12.36     0.00        2     0.00     0.00  std::__is_constant_evaluated()
  0.00     12.36     0.00        2     0.00     0.00  void std::_Destroy<double*>(double*, double*)
  0.00     12.36     0.00        2     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag)::_Guard::_Guard(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*)
  0.00     12.36     0.00        2     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag)::_Guard::~_Guard()
  0.00     12.36     0.00        1     0.00     0.02  Dataset::read(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >)
  0.00     12.36     0.00        1     0.00     0.00  Dataset::write(std::vector<double, std::allocator<double> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >)
  0.00     12.36     0.00        1     0.00    11.77  Analysis::correlation_coefficients(std::vector<Vector, std::allocator<Vector> >)
  0.00     12.36     0.00        1     0.00     0.00  std::vector<Vector, std::allocator<Vector> >::end() const
  0.00     12.36     0.00        1     0.00     0.00  std::vector<Vector, std::allocator<Vector> >::begin() const
  0.00     12.36     0.00        1     0.00     0.00  std::vector<double, std::allocator<double> >::end() const
  0.00     12.36     0.00        1     0.00     0.00  std::vector<double, std::allocator<double> >::begin() const
  0.00     12.36     0.00        1     0.00     0.00  double* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<double const, double>(double const*, double const*, double*)
  0.00     12.36     0.00        1     0.00     0.00  std::_Vector_base<Vector, std::allocator<Vector> >::_Vector_impl::_Vector_impl(std::allocator<Vector> const&)
  0.00     12.36     0.00        1     0.00     0.00  std::_Vector_base<Vector, std::allocator<Vector> >::_Vector_impl::_Vector_impl()
  0.00     12.36     0.00        1     0.00     0.00  std::_Vector_base<Vector, std::allocator<Vector> >::_M_create_storage(unsigned long)
  0.00     12.36     0.00        1     0.00     0.00  std::_Vector_base<Vector, std::allocator<Vector> >::_Vector_base(unsigned long, std::allocator<Vector> const&)
  0.00     12.36     0.00        1     0.00     0.00  std::_Vector_base<Vector, std::allocator<Vector> >::_Vector_base()
  0.00     12.36     0.00        1     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&)
  0.00     12.36     0.00        1     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl()
  0.00     12.36     0.00        1     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_M_create_storage(unsigned long)
  0.00     12.36     0.00        1     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&)
  0.00     12.36     0.00        1     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_Vector_base()
  0.00     12.36     0.00        1     0.00     0.00  Vector* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*>(__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*)
  0.00     12.36     0.00        1     0.00     0.00  double* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*)
  0.00     12.36     0.00        1     0.00     0.00  std::vector<Vector, std::allocator<Vector> >::vector(std::vector<Vector, std::allocator<Vector> > const&)
  0.00     12.36     0.00        1     0.00     0.00  std::vector<Vector, std::allocator<Vector> >::vector()
  0.00     12.36     0.00        1     0.00     0.00  std::vector<double, std::allocator<double> >::vector()
  0.00     12.36     0.00        1     0.00     0.00  std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&)
  0.00     12.36     0.00        1     0.00     0.00  double* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*)
  0.00     12.36     0.00        1     0.00     0.00  double* std::__copy_move_a1<false, double const*, double*>(double const*, double const*, double*)
  0.00     12.36     0.00        1     0.00     0.00  double* std::__copy_move_a2<false, double const*, double*>(double const*, double const*, double*)
  0.00     12.36     0.00        1     0.00     0.00  Vector* std::__do_uninit_copy<__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*>(__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*)
  0.00     12.36     0.00        1     0.00     0.00  Vector* std::uninitialized_copy<__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*>(__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*)
  0.00     12.36     0.00        1     0.00     0.00  double* std::uninitialized_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*)
  0.00     12.36     0.00        1     0.00     0.00  Vector* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*, Vector>(__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*, std::allocator<Vector>&)
  0.00     12.36     0.00        1     0.00     0.00  double* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, double>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, std::allocator<double>&)
  0.00     12.36     0.00        1     0.00     0.00  double* std::copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*)

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2024 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 4 byte(s) for 0.08% of 12.36 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]     95.4    0.00   11.79                 main [1]
                0.00   11.77       1/1           Analysis::correlation_coefficients(std::vector<Vector, std::allocator<Vector> >) [2]
                0.00    0.02       1/1           Dataset::read(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [12]
                0.00    0.00       1/1           std::vector<Vector, std::allocator<Vector> >::vector(std::vector<Vector, std::allocator<Vector> > const&) [25]
                0.00    0.00       2/2           std::vector<Vector, std::allocator<Vector> >::~vector() [37]
                0.00    0.00       2/2           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [121]
                0.00    0.00       2/2           std::__new_allocator<char>::~__new_allocator() [118]
                0.00    0.00       2/2           std::vector<double, std::allocator<double> >::~vector() [119]
                0.00    0.00       1/1           std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [147]
                0.00    0.00       1/1           Dataset::write(std::vector<double, std::allocator<double> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [128]
-----------------------------------------------
                0.00   11.77       1/1           main [1]
[2]     95.2    0.00   11.77       1         Analysis::correlation_coefficients(std::vector<Vector, std::allocator<Vector> >) [2]
                0.00   10.59  523776/523776      Analysis::pearson(Vector, Vector) [3]
                1.16    0.00 1047552/4717055     Vector::Vector(Vector const&) [4]
                0.02    0.00  523776/523776      std::vector<double, std::allocator<double> >::push_back(double const&) [13]
                0.00    0.00 1047552/4718079     Vector::~Vector() [17]
                0.00    0.00 1047552/1047552     std::vector<Vector, std::allocator<Vector> >::operator[](unsigned long) [48]
                0.00    0.00  525823/525868      std::vector<Vector, std::allocator<Vector> >::size() const [50]
                0.00    0.00       1/1           std::vector<double, std::allocator<double> >::vector() [146]
-----------------------------------------------
                0.00   10.59  523776/523776      Analysis::correlation_coefficients(std::vector<Vector, std::allocator<Vector> >) [2]
[3]     85.7    0.00   10.59  523776         Analysis::pearson(Vector, Vector) [3]
                0.00    2.54 1047552/1047552     Vector::magnitude() const [5]
                0.73    1.63 1047552/1047552     Vector::operator/(double) [6]
                2.23    0.00 1047552/1047552     Vector::mean() const [7]
                0.54    1.63 1047552/1047552     Vector::operator-(double) [8]
                0.45    0.24  523776/1571328     Vector::dot(Vector) const [9]
                0.58    0.00  523776/4717055     Vector::Vector(Vector const&) [4]
                0.01    0.00 2618880/4718079     Vector::~Vector() [17]
                0.00    0.00  523776/523776      double const& std::min<double>(double const&, double const&) [55]
                0.00    0.00  523776/523776      double const& std::max<double>(double const&, double const&) [54]
-----------------------------------------------
                0.00    0.00      11/4717055     void std::vector<Vector, std::allocator<Vector> >::_M_realloc_insert<Vector const&>(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, Vector const&) [23]
                0.00    0.00    1013/4717055     std::vector<Vector, std::allocator<Vector> >::push_back(Vector const&) [21]
                0.00    0.00    2047/4717055     void std::_Construct<Vector, Vector const&>(Vector*, Vector const&) [22]
                0.58    0.00  523776/4717055     Analysis::pearson(Vector, Vector) [3]
                1.16    0.00 1047552/4717055     Vector::magnitude() const [5]
                1.16    0.00 1047552/4717055     Vector::operator/(double) [6]
                1.16    0.00 1047552/4717055     Vector::operator-(double) [8]
                1.16    0.00 1047552/4717055     Analysis::correlation_coefficients(std::vector<Vector, std::allocator<Vector> >) [2]
[4]     42.3    5.22    0.00 4717055         Vector::Vector(Vector const&) [4]
                0.00    0.00 4717055/4718079     Vector::Vector(unsigned int) [44]
-----------------------------------------------
                0.00    2.54 1047552/1047552     Analysis::pearson(Vector, Vector) [3]
[5]     20.6    0.00    2.54 1047552         Vector::magnitude() const [5]
                0.91    0.47 1047552/1571328     Vector::dot(Vector) const [9]
                1.16    0.00 1047552/4717055     Vector::Vector(Vector const&) [4]
                0.00    0.00 1047552/4718079     Vector::~Vector() [17]
-----------------------------------------------
                0.73    1.63 1047552/1047552     Analysis::pearson(Vector, Vector) [3]
[6]     19.1    0.73    1.63 1047552         Vector::operator/(double) [6]
                1.16    0.00 1047552/4717055     Vector::Vector(Vector const&) [4]
                0.47    0.00 1072693248/3754426368     Vector::operator[](unsigned int) [10]
-----------------------------------------------
                2.23    0.00 1047552/1047552     Analysis::pearson(Vector, Vector) [3]
[7]     18.0    2.23    0.00 1047552         Vector::mean() const [7]
-----------------------------------------------
                0.54    1.63 1047552/1047552     Analysis::pearson(Vector, Vector) [3]
[8]     17.6    0.54    1.63 1047552         Vector::operator-(double) [8]
                1.16    0.00 1047552/4717055     Vector::Vector(Vector const&) [4]
                0.47    0.00 1072693248/3754426368     Vector::operator[](unsigned int) [10]
-----------------------------------------------
                0.45    0.24  523776/1571328     Analysis::pearson(Vector, Vector) [3]
                0.91    0.47 1047552/1571328     Vector::magnitude() const [5]
[9]     16.8    1.36    0.71 1571328         Vector::dot(Vector) const [9]
                0.71    0.00 1609039872/3754426368     Vector::operator[](unsigned int) [10]
-----------------------------------------------
                0.47    0.00 1072693248/3754426368     Vector::operator/(double) [6]
                0.47    0.00 1072693248/3754426368     Vector::operator-(double) [8]
                0.71    0.00 1609039872/3754426368     Vector::dot(Vector) const [9]
[10]    13.4    1.66    0.00 3754426368         Vector::operator[](unsigned int) [10]
-----------------------------------------------
                                                 <spontaneous>
[11]     4.4    0.55    0.00                 Vector::operator[](unsigned int) const [11]
-----------------------------------------------
                0.00    0.02       1/1           main [1]
[12]     0.2    0.00    0.02       1         Dataset::read(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [12]
                0.00    0.02    1024/1024        double* std::copy_n<std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*>(std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*) [15]
                0.00    0.00    1024/1024        std::vector<Vector, std::allocator<Vector> >::push_back(Vector const&) [21]
                0.00    0.00    1024/4718079     Vector::~Vector() [17]
                0.00    0.00    1024/1024        std::operator|(std::_Ios_Openmode, std::_Ios_Openmode) [69]
                0.00    0.00    1024/4718079     Vector::Vector(unsigned int) [44]
                0.00    0.00    1024/1024        Vector::get_data() [63]
                0.00    0.00    1024/1024        std::istream_iterator<double, char, std::char_traits<char>, long>::istream_iterator(std::istream&) [66]
